neutral,2021-01-11,2579
negative,2021-01-11,3836
positive,2021-01-11,1699
positive,2021-01-12,2053
negative,2021-01-12,5100
neutral,2021-01-12,3232
negative,2021-01-13,4503
neutral,2021-01-13,2821
positive,2021-01-13,1915
negative,2021-01-14,3631
positive,2021-01-14,1845
neutral,2021-01-14,2698
neutral,2021-01-15,2469
negative,2021-01-15,3770
positive,2021-01-15,1767
positive,2021-01-16,1966
neutral,2021-01-16,2626
negative,2021-01-16,4354
positive,2021-01-17,1766
negative,2021-01-17,4219
neutral,2021-01-17,2428
positive,2021-01-18,1583
negative,2021-01-18,3924
neutral,2021-01-18,2247
negative,2021-01-19,4097
neutral,2021-01-19,2739
positive,2021-01-19,2118
positive,2021-01-20,2557
neutral,2021-01-20,2973
negative,2021-01-20,4261
neutral,2021-01-21,2825
negative,2021-01-21,4510
positive,2021-01-21,2097
negative,2021-01-22,4713
neutral,2021-01-22,3066
positive,2021-01-22,2156
positive,2021-01-23,2019
neutral,2021-01-23,2836
negative,2021-01-23,4496
positive,2021-01-24,1839
neutral,2021-01-24,2609
negative,2021-01-24,4049
neutral,2021-01-25,2928
negative,2021-01-25,4356
positive,2021-01-25,1914
negative,2021-01-26,4389
neutral,2021-01-26,3025
positive,2021-01-26,2128
neutral,2021-01-27,2940
negative,2021-01-27,4462
positive,2021-01-27,2100
negative,2021-01-28,3966
neutral,2021-01-28,2751
positive,2021-01-28,1921
positive,2021-01-29,1958
neutral,2021-01-29,2811
negative,2021-01-29,3895
negative,2021-01-30,4274
neutral,2021-01-30,2925
positive,2021-01-30,2114
negative,2021-01-31,4049
positive,2021-01-31,1709
neutral,2021-01-31,2463
